OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42643.53132,3.023,2.016,4.031,4.031,0,0,0,0,0,0,0,0,0,0,0,0,8.67,9.33,0,0,13.101,0.992,3.32,x,1.23,2.67,2.73,0.98,3.35,7.12
42643.53134,5.039,3.023,3.023,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,7.33,7.67,8.33,0,14.108,0.992,3.32,x,1.04,3.25,3.68,0.98,3.36,7.13
42643.53135,5.038,3.023,2.015,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6.67,9.67,9.67,0,14.107,0.992,3.34,x,1.06,3.46,3.9,0.98,3.35,7.12
42643.53136,6.046,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6.67,9,0,0,10.077,0.992,3.35,x,0.53,0.9,0.92,0.98,3.34,7.11
42643.53137,5.038,0,5.038,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,0,15.67,0,0,12.092,0.992,3.35,x,0.97,2.21,2.31,0.98,3.33,7.09
42643.53138,6.046,2.015,4.031,0,1.008,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13.101,0.992,3.34,x,0.86,1.78,1.86,0.98,3.31,7.06
42643.53139,7.055,3.023,2.016,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6,9.67,7.67,0,14.109,0.992,3.37,x,0.82,2.36,2.71,0.98,3.32,7.07
42643.53141,6.046,3.023,5.039,0,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,5.67,0,9,0,18.139,0.992,3.41,x,1.3,5.75,8.21,0.98,3.31,7.06
42643.53142,5.039,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6.33,9.67,0,0,8.062,0.992,3.41,x,0.43,0.79,0.81,0.97,3.31,7.06
42643.53143,7.055,5.039,2.016,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,5.67,8.67,14.33,0,18.14,0.992,3.47,x,1.19,3.23,3.59,0.97,3.31,7.06
42643.53144,9.069,3.023,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,0,8,8.33,0,0,16.122,0.992,3.45,x,0.86,1.39,1.41,0.97,3.3,7.05
42643.53145,9.07,7.054,8.062,0,1.008,1.008,0,0,0,0,0,0,0,0,0,0,7.67,0,10.33,0,26.201,0.992,3.42,x,1.76,4.07,4.48,0.97,3.31,7.06
42643.53146,7.055,3.023,7.055,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,6.33,7.33,10.33,0,20.156,0.992,3.44,x,1.5,3.64,4.01,0.97,3.3,7.04
42643.53148,9.069,3.023,7.054,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,7.33,7.67,0,0,22.169,0.992,3.44,x,1.57,3.53,3.7,0.98,3.3,7.03
42643.53149,7.054,1.008,3.023,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,7,9.67,9.67,0,15.116,0.992,3.44,x,1.07,3.44,3.87,0.98,3.3,7.03
42643.5315,8.06,3.022,2.015,1.007,0,1.007,0,0,0,0,0,0,0,0,0,0,6.67,8.33,20.33,0,15.112,0.993,3.45,x,0.83,2.32,2.66,0.97,3.28,7.01
42643.53151,7.053,3.023,0,1.008,0,0,0,0,1.008,0,0,0,0,0,0,0,8,10.33,0,0,12.091,0.992,3.43,x,0.49,2.29,20.68,0.97,3.27,7.06
42643.53152,6.046,3.023,1.008,1.008,2.015,3.023,1.008,0,0,0,0,0,0,0,0,0,7,8.33,10.33,0,17.131,0.992,3.44,x,1.18,7.64,10.74,0.97,3.29,7.08
42643.53153,2.015,2.015,2.015,2.015,0,0,3.023,1.008,0,0,0,0,0,0,0,0,7.33,7.67,0,13,12.093,0.992,3.43,x,0.8,8.97,22.71,0.97,3.3,7.13
42643.53155,6.046,2.015,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,0,7.33,13,0,0,11.084,0.992,3.43,x,0.65,1.28,1.31,0.97,3.29,7.12
42643.53156,5.038,4.031,7.054,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,5.67,6.33,0,0,19.145,0.992,3.48,x,1.52,3.46,3.63,0.97,3.3,7.12
42643.53157,4.031,3.023,3.023,3.023,0,0,0,0,0,0,0,0,0,0,0,0,6.67,12.33,0,0,13.099,0.992,3.49,x,1.01,2.05,2.1,0.97,3.28,7.08
42643.53158,5.039,0,9.07,2.016,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67,0,0,16.125,0.992,3.49,x,1.37,2.58,2.62,0.97,3.27,7.06
42643.53159,7.054,2.015,5.038,0,0,1.008,0,0,0,0,0,0,0,0,0,0,8.33,0,9.67,0,15.115,0.992,3.47,x,0.93,2.38,2.7,0.97,3.27,7.06
42643.53161,5.039,4.031,1.008,2.015,0,0,1.008,0,0,0,0,0,0,0,0,0,7,8.67,0,0,13.1,0.992,3.47,x,0.78,3.23,5.21,0.97,3.26,7.05
42643.53162,6.047,1.008,1.008,2.016,1.008,1.008,0,0,0,0,0,0,0,0,0,0,7.67,8.67,10.33,0,12.094,0.992,3.47,x,0.81,3.02,3.45,0.96,3.25,7.03
42643.53163,1.008,3.023,4.031,0,2.016,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,10.078,0.992,3.46,x,0.91,2.35,2.5,0.97,3.25,7.02
42643.53164,6.046,2.015,4.03,3.023,1.008,1.008,0,1.008,0,1.008,0,0,0,0,0,0,6.67,7.67,9.67,11,19.144,0.992,3.47,x,1.35,6.84,51.41,0.96,3.26,7.17
42643.53165,5.039,2.015,5.039,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,9.33,9,30.33,0,15.116,0.992,3.43,x,1.16,3.45,3.86,0.97,3.26,7.18
42643.53166,5.039,2.016,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,0,8.67,9,0,0,9.07,0.992,3.41,x,0.49,0.86,0.88,0.96,3.23,7.13
42643.53168,4.031,1.008,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,0,7.67,9,0,0,9.07,0.992,3.41,x,0.63,1.14,1.16,0.96,3.23,7.13
42643.53169,3.023,5.038,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,0,9.33,7,0,0,11.083,0.993,3.33,x,0.76,1.25,1.26,0.96,3.23,7.13
42643.5317,2.015,4.031,0,1.008,0,0,0,0,0,0,0,0,0,0,0,0,16,11.67,0,0,7.054,0.992,3.33,x,0.44,0.76,0.77,0.96,3.22,7.12
42643.53171,4.031,0,0,0,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,6.046,0.992,3.33,x,0.28,2.74,4.84,0.96,3.22,7.12
42643.53172,6.042,5.035,4.028,1.007,0,1.007,0,1.007,0,0,0,0,0,0,0,0,8.67,9.67,11,13,18.125,0.993,3.29,x,1.19,5.01,13.5,0.96,3.22,7.15
42643.53173,9.07,3.023,7.054,3.023,1.008,0,2.016,0,0,0,0,0,0,0,0,0,6,9.33,0,0,25.194,0.992,3.32,x,1.86,7.63,11.83,0.96,3.24,7.15
42643.53175,6.046,8.062,1.008,2.015,0,0,0,1.008,0,0,0,0,0,0,0,0,7.33,7.33,0,11,18.139,0.992,3.33,x,1.06,3.83,11.91,0.96,3.24,7.18
42643.53176,6.046,0,3.023,2.015,0,0,1.008,0,0,0,0,0,0,0,0,0,0,8.33,0,0,12.093,0.992,3.33,x,0.82,3.49,5.56,0.96,3.23,7.17
42643.53177,9.069,4.031,0,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,6,8,11,0,16.122,0.992,3.37,x,0.85,2.51,2.87,0.96,3.23,7.17
42643.53178,3.022,2.015,1.007,0,0,1.007,0,0,0,0,0,0,0,0,0,0,7.33,0,8.33,0,7.052,0.993,3.37,x,0.41,1.58,1.91,0.96,3.23,7.17
42643.53179,5.036,0,2.015,0,0,1.007,0,0,0,0,0,0,0,0,0,0,0,0,9.67,0,8.058,0.993,3.37,x,0.45,1.68,2.01,0.96,3.22,7.13
42643.5318,6.047,7.055,2.016,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,15.117,0.992,3.42,x,0.79,1.03,1.03,0.95,3.21,7.13
42643.53182,11.081,4.029,1.007,2.015,1.007,0,0,0,0,0,0,0,0,0,0,0,6.67,8.33,0,0,19.139,0.993,3.43,x,1.02,2.24,2.34,0.96,3.2,7.11
42643.53183,6.047,2.016,3.023,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,7.33,11,8.33,0,14.109,0.992,3.43,x,0.97,2.81,3.17,0.96,3.2,7.11
42643.53184,8.063,5.039,2.016,3.024,1.008,1.008,0,0,0,0,0,0,0,0,0,0,7.33,8.67,7,0,20.157,0.992,3.42,x,1.36,3.99,4.43,0.96,3.2,7.1
42643.53185,10.077,4.031,5.039,4.031,0,0,2.015,0,0,0,0,0,0,0,0,0,6.33,8.33,0,0,25.193,0.992,3.45,x,1.66,6.78,10.77,0.96,3.22,7.13
42643.53186,6.046,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,9.07,0.992,3.46,x,0.37,0.47,0.47,0.96,3.21,7.12
42643.53188,7.054,8.061,3.023,2.015,2.015,1.008,0,0,0,0,0,0,0,0,0,0,6.33,7.33,10.33,0,23.177,0.992,3.51,x,1.59,4.54,5.03,0.96,3.21,7.13
42643.53189,10.077,5.039,4.031,3.023,0,4.031,0,0,0,0,0,0,0,0,0,0,5.67,8.33,8.67,0,26.201,0.992,3.56,x,1.73,6.9,8.2,0.96,3.23,7.15
42643.5319,9.07,1.008,4.031,1.008,0,0,0,0,0,0,0,0,0,0,0,0,6.33,8.33,0,0,15.116,0.992,3.57,x,0.82,1.39,1.41,0.97,3.24,7.16
42643.53191,9.069,6.046,1.008,3.023,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6.33,8.33,0,0,21.161,0.992,3.59,x,1.22,4.4,6.39,0.97,3.25,7.18
42643.53192,4.031,3.023,4.031,3.023,0,3.023,0,0,0,0,0,0,0,0,0,0,5.67,7.33,8.33,0,17.131,0.992,3.62,x,1.36,5.42,6.39,0.97,3.27,7.19
42643.53193,4.031,4.031,2.015,1.008,0,0,0,1.008,0,0,0,0,0,0,0,0,7.67,9,0,12.33,12.092,0.992,3.6,x,0.67,3.02,10.48,0.97,3.26,7.21
42643.53195,2.016,6.047,1.008,2.016,1.008,0,0,0,1.008,0,0,0,0,0,0,0,7.67,8.67,0,0,13.102,0.992,3.56,x,0.9,3.54,21.37,0.97,3.26,7.26
42643.53196,12.09,3.023,1.008,3.023,0,1.008,1.008,0,1.008,0,0,0,0,0,0,0,7.33,9.33,9,0,22.166,0.993,3.55,x,1.1,6.21,26.25,0.97,3.26,7.32
42643.53197,4.031,4.031,3.023,0,1.008,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,12.092,0.992,3.56,x,0.77,1.58,1.65,0.97,3.25,7.31
42643.53198,3.023,4.031,5.038,3.023,2.015,2.015,0,0,0,1.008,0,0,0,0,0,0,7.67,8,14,0,20.154,0.992,3.53,x,1.7,6.81,43.38,0.97,3.27,7.44
42643.53199,2.015,3.023,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,8.33,14.33,11.67,0,8.062,0.992,3.5,x,0.57,1.96,2.3,0.97,3.27,7.44
42643.532,4.032,5.039,1.008,0,1.008,2.016,1.008,0,0,0,0,0,0,0,0,0,7,0,8.67,0,14.11,0.992,3.5,x,0.87,5.39,8.03,0.97,3.28,7.46
42643.53202,5.038,3.023,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,0,7.67,8.67,0,0,12.092,0.992,3.49,x,0.79,1.49,1.53,0.98,3.28,7.46
42643.53203,10.077,2.015,2.015,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,7,8.33,7.67,0,16.123,0.992,3.49,x,0.8,2.28,2.61,0.98,3.29,7.47
42643.53204,4.031,3.023,2.015,0,3.023,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,12.093,0.992,3.48,x,0.88,2.72,2.94,0.98,3.29,7.46
42643.53205,4.031,4.031,3.023,1.008,1.008,2.015,0,0,0,0,0,1.008,0,0,0,0,6.33,7,9,0,16.123,0.992,3.51,x,1.12,4.36,91.26,0.98,3.3,7.76
42643.53206,5.037,3.022,2.015,0,0,1.007,1.007,0,0,0,0,0,0,0,0,0,6.67,0,8.33,0,12.089,0.993,3.52,x,0.65,3.64,5.88,0.98,3.31,7.78
42643.53207,8.059,3.022,5.037,1.007,1.007,0,1.007,0,0,0,0,0,0,0,0,0,6.67,7,0,0,19.14,0.993,3.52,x,1.21,4.2,6.21,0.98,3.32,7.8
42643.53209,9.068,7.053,3.023,2.015,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6.67,8.33,10.33,0,23.174,0.992,3.54,x,1.43,3.81,4.23,0.99,3.33,7.81
42643.5321,5.038,1.008,2.015,3.023,2.015,0,0,0,0,0,0,0,0,0,0,0,7.67,8.67,0,0,13.1,0.992,3.54,x,1.05,3.07,3.26,0.99,3.34,7.82
42643.53211,6.046,1.008,5.038,3.023,0,0,0,0,0,0,0,0,0,0,0,0,6.33,8,0,0,15.115,0.992,3.54,x,1.14,2.29,2.34,0.99,3.34,7.82
42643.53212,3.023,2.015,2.015,2.015,0,1.008,0,1.008,0,0,0,0,0,0,0,0,8.33,10.67,7,13.67,11.085,0.992,3.52,x,0.78,4.44,12.39,0.99,3.35,7.85
42643.53213,7.054,7.054,4.031,1.008,2.016,0,1.008,0,0,0,0,0,0,0,0,0,6.67,9,0,0,22.171,0.992,3.54,x,1.43,4.93,7,1,3.36,7.86
42643.53215,12.093,2.015,3.023,0,0,0,0,0,1.008,0,0,0,0,0,0,0,6.67,0,0,0,18.139,0.992,3.54,x,0.72,2.42,20.24,1,3.37,7.93
42643.53216,7.055,2.016,2.016,2.016,0,0,0,0,0,0,0,0,0,0,0,0,6.33,9,0,0,13.102,0.992,3.55,x,0.76,1.45,1.48,1,3.37,7.93
42643.53217,4.031,3.023,2.015,2.015,0,0,1.008,0,0,0,0,0,0,0,0,0,7.67,8.33,0,0,12.092,0.992,3.53,x,0.79,3.26,5.21,1,3.37,7.94
42643.53218,2.015,2.015,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,0,5.33,11,0,0,8.062,0.992,3.56,x,0.64,1.32,1.35,1,3.37,7.94
42643.53219,7.054,3.023,4.031,0,3.023,1.008,0,0,0,0,0,0,0,0,0,0,6.67,0,11.67,0,18.14,0.992,3.57,x,1.24,4.2,4.72,1,3.38,7.95
42643.5322,11.085,6.047,2.016,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,7.33,9.67,0,0,23.179,0.992,3.55,x,1.35,2.88,2.99,1.01,3.38,7.96
42643.53222,5.038,8.061,6.046,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.67,7,7.67,0,21.161,0.992,3.57,x,1.45,3.25,3.58,1.01,3.38,7.95
42643.53223,5.039,4.031,5.039,0,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,7.33,0,8.33,0,17.131,0.992,3.55,x,1.15,4.88,7.18,1.01,3.39,7.96
42643.53224,4.031,4.031,4.031,0,1.008,0,0,0,1.008,0,0,0,0,0,0,0,7,0,0,0,14.107,0.992,3.55,x,0.88,3.22,21.06,1.01,3.39,8.01
42643.53225,3.023,10.077,2.015,0,0,1.008,0,0,0,0,0,0,0,0,0,0,7.67,0,8.33,0,16.124,0.992,3.5,x,0.98,2.27,2.59,1.01,3.39,8.02
42643.53226,8.066,1.008,2.017,0,0,0,0,0,0,0,0,1.008,0,0,0,0,5.67,0,0,0,12.099,0.992,3.51,x,0.46,0.74,86.89,1.01,3.39,8.29
42643.53227,6.046,1.008,3.023,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6.33,11.67,0,0,13.1,0.992,3.52,x,0.83,3.66,5.67,1.01,3.38,8.26
42643.53229,5.039,4.031,6.047,4.031,1.008,0,1.008,0,0,0,0,0,0,0,0,0,6.67,9.67,0,0,21.163,0.992,3.53,x,1.71,5.56,7.61,1.01,3.39,8.28
42643.5323,3.023,8.062,7.054,0,1.008,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,19.147,0.992,3.55,x,1.42,2.57,2.64,1.01,3.39,8.28
42643.53231,7.055,1.008,4.032,2.016,1.008,0,0,0,0,0,0,0,0,0,0,0,7.67,9,0,0,15.118,0.992,3.54,x,1.05,2.42,2.52,1.01,3.39,8.28
42643.53232,9.069,1.008,4.031,0,0,4.031,0,1.008,2.015,0,0,0,0,0,0,0,6.33,0,10.33,9.67,21.16,0.992,3.55,x,1.1,10.3,54.69,1.02,3.42,8.45
42643.53233,5.039,3.023,4.031,0,1.008,1.008,1.008,1.008,0,0,0,0,0,0,0,0,6,0,9,12.33,16.124,0.992,3.57,x,0.99,6.54,16.32,1.02,3.44,8.5
42643.53234,6.046,2.015,2.015,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,6.67,9,0,0,13.101,0.992,3.57,x,0.86,2.08,2.18,1.02,3.44,8.51
42643.53236,6.045,2.015,2.015,2.015,0,0,0,2.015,0,0,0,0,0,0,0,0,5.33,8.33,0,11.33,14.104,0.993,3.6,x,0.74,5.22,20.11,1.02,3.46,8.57
42643.53237,6.045,4.03,4.03,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,7,8.33,13,0,17.128,0.993,3.59,x,1.15,3,3.34,1.02,3.46,8.58
42643.53238,5.039,3.023,4.031,0,2.016,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14.109,0.992,3.62,x,0.96,2.35,2.49,1.03,3.46,8.57
42643.53239,8.062,4.031,3.023,3.023,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,6.67,8,7.67,0,21.163,0.992,3.62,x,1.38,5.65,7.94,1.03,3.48,8.59
42643.5324,8.062,1.008,8.062,0,0,0,1.008,0,0,0,0,0,0,0,0,0,6.33,0,0,0,18.14,0.992,3.63,x,1.12,3.44,5.32,1.03,3.48,8.6
42643.53242,3.023,4.031,3.023,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,6,7.67,0,0,14.107,0.992,3.65,x,1.12,2.93,3.09,1.03,3.49,8.61
42643.53243,11.083,5.038,2.015,2.015,0,2.015,0,0,0,0,0,0,0,0,0,0,7.33,7.67,8.33,0,22.167,0.992,3.63,x,1.19,3.88,4.53,1.03,3.47,8.56
42643.53244,9.07,6.047,4.031,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,5.67,7.67,0,0,21.163,0.992,3.68,x,1.2,2.32,2.41,1.03,3.47,8.55
42643.53245,10.077,1.008,4.031,3.023,1.008,0,0,1.008,0,0,0,0,0,0,0,0,8.33,8,0,9.67,20.155,0.992,3.67,x,1.21,4.65,12.05,1.03,3.48,8.58
42643.53246,4.03,4.03,4.03,2.015,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6.33,10.67,7.67,0,16.122,0.992,3.68,x,1.12,4.62,6.79,1.03,3.48,8.59
42643.53247,6.042,5.035,4.028,0,1.007,1.007,0,0,0,0,0,0,0,0,0,0,7,0,9,0,17.118,0.993,3.67,x,1.05,2.89,3.27,1.03,3.48,8.58
42643.53249,5.039,0,3.023,2.016,0,0,0,2.016,0,1.008,0,0,0,0,0,0,0,8,0,9.67,13.101,0.992,3.67,x,0.7,5.91,54.96,1.03,3.48,8.74
42643.5325,13.101,3.023,3.023,0,2.015,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,21.163,0.992,3.68,x,1.01,2.31,2.45,1.03,3.47,8.73
42643.53251,10.078,2.016,4.031,2.016,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6.67,11.33,10.33,0,20.157,0.992,3.68,x,1.14,4.63,6.8,1.03,3.47,8.72
42643.53252,3.023,4.031,2.015,1.008,0,1.008,0,2.015,0,0,0,0,0,0,0,0,6.33,7,7,12.67,13.1,0.992,3.69,x,0.74,5.84,20.65,1.02,3.47,8.73
42643.53253,8.063,2.016,4.031,2.016,1.008,0,0,0,0,0,0,0,0,0,0,0,8.33,9,0,0,17.133,0.992,3.66,x,1.09,2.43,2.52,1.02,3.46,8.72
42643.53254,8.062,1.008,1.008,1.008,0,0,1.008,0,0,0,0,0,0,0,0,0,7,7.67,0,0,12.093,0.992,3.66,x,0.51,2.55,4.42,1.02,3.46,8.72
42643.53256,9.07,2.016,3.023,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6.67,8,9,0,19.148,0.992,3.66,x,1.23,3.73,4.14,1.02,3.45,8.7
42643.53257,8.063,1.008,3.023,2.016,0,1.008,0,0,0,0,0,0,0,0,0,0,9,8.67,9,0,15.117,0.992,3.64,x,0.9,2.62,2.96,1.02,3.46,8.71
42643.53258,4.031,4.031,2.015,3.023,2.015,0,0,0,0,0,0,0,0,0,0,0,6.33,7.67,0,0,15.116,0.992,3.66,x,1.16,3.15,3.32,1.02,3.44,8.66
42643.53259,7.054,2.015,2.015,0,1.008,1.008,0,0,0,0,0,0,0,0,0,0,5.33,0,7.67,0,13.1,0.992,3.68,x,0.69,2.36,2.73,1.02,3.44,8.65
42643.5326,3.023,0,0,0,1.008,3.023,0,0,0,0,0,0,0,0,0,0,0,0,9.67,0,7.053,0.992,3.68,x,0.47,3.92,4.9,1.02,3.44,8.65
42643.53261,3.023,4.031,3.023,2.015,4.031,0,1.008,0,0,0,0,0,0,0,0,0,5.67,6.67,0,0,17.13,0.992,3.72,x,1.38,5.88,7.99,1.02,3.44,8.64
42643.53263,11.084,4.031,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,6.67,7,0,0,18.138,0.992,3.72,x,0.82,1.7,1.78,1.02,3.44,8.64
42643.53264,8.059,2.015,2.015,1.007,0,0,0,0,0,0,0,0,0,0,0,0,6.33,7.67,0,0,13.097,0.993,3.72,x,0.62,1.03,1.05,1.02,3.42,8.61
42643.53265,4.03,3.023,2.015,0,2.015,0,1.008,0,0,0,0,0,0,0,0,0,7.33,0,0,0,12.091,0.993,3.7,x,0.75,3.65,5.61,1.02,3.42,8.62
42643.53266,5.038,3.023,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6,9,9.67,0,11.085,0.992,3.72,x,0.6,1.91,2.23,1.02,3.43,8.63
42643.53267,7.055,4.031,1.008,3.023,0,1.008,1.008,0,0,0,0,0,0,0,0,0,6,9.33,9,0,17.133,0.992,3.74,x,0.99,4.47,6.61,1.02,3.43,8.61
42643.53268,7.053,3.023,4.03,2.015,0,0,0,0,0,0,0,0,0,0,0,0,7.33,8,0,0,16.122,0.992,3.72,x,0.98,1.79,1.82,1.02,3.43,8.6
42643.5327,8.062,4.031,6.047,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33,0,0,0,18.14,0.992,3.73,x,1.01,1.48,1.49,1.01,3.42,8.6
42643.53271,7.035,1.005,2.01,1.005,1.005,0,0,0,0,0,0,0,0,0,0,0,10.33,13.67,0,0,12.06,0.995,3.7,x,0.66,1.59,1.67,1.01,3.42,8.6
42643.53272,6.046,3.023,7.054,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,7,7,0,0,19.146,0.992,3.69,x,1.31,4.31,6.24,1.02,3.44,8.62
42643.53273,8.063,5.039,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,6.33,7.67,0,0,18.141,0.992,3.71,x,1.01,2.05,2.13,1.01,3.42,8.6
42643.53274,7.054,0,3.023,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,11.085,0.992,3.71,x,0.59,1.05,1.07,1.01,3.42,8.6
42643.53276,7.054,5.039,3.023,1.008,1.008,1.008,0,0,0,0,0,0,0,0,0,0,6.33,9,9.67,0,18.139,0.992,3.72,x,1.08,3.08,3.46,1.01,3.42,8.59
42643.53277,3.023,6.045,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.67,8.33,11.67,0,12.091,0.993,3.72,x,0.72,2.07,2.38,1.01,3.41,8.52
42643.53278,6.046,2.015,2.015,1.008,1.008,1.008,0,0,0,0,0,1.008,0,0,0,0,6.33,6.33,7.67,0,14.108,0.992,3.72,x,0.79,2.79,84.34,1.01,3.41,8.79
42643.53279,8.061,0,7.053,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,16.121,0.992,3.72,x,1.02,1.76,1.79,1.01,3.41,8.79
42643.5328,3.023,6.046,3.023,0,0,2.015,0,0,0,0,0,0,0,0,0,0,6,0,8.67,0,14.107,0.992,3.76,x,0.88,3.07,3.67,1.01,3.41,8.78
42643.53281,4.03,1.008,1.008,1.008,2.015,0,0,0,0,0,0,0,0,0,0,0,6.33,21.67,0,0,9.068,0.992,3.76,x,0.61,1.96,2.1,1.01,3.41,8.78
42643.53283,10.077,2.015,7.054,2.015,2.015,0,0,0,0,0,0,0,0,0,0,0,6.33,8.33,0,0,23.177,0.992,3.76,x,1.53,3.55,3.72,1.01,3.41,8.79
42643.53284,6.046,3.023,1.008,1.008,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,6.33,6.33,9.67,9.67,14.107,0.992,3.77,x,0.74,4.37,11.84,1.01,3.42,8.82
42643.53285,4.031,3.023,4.031,0,1.008,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12.092,0.992,3.78,x,0.77,1.59,1.66,1.01,3.41,8.81
42643.53286,6.046,4.031,2.015,0,0,1.008,0,1.008,0,0,0,0,0,0,0,0,6,0,8.33,9.67,14.107,0.992,3.8,x,0.65,3.57,10.91,1.01,3.41,8.84
42643.53287,9.069,3.023,2.015,0,0,1.008,0,0,0,1.008,0,0,0,0,0,0,7,0,10.33,0,16.123,0.992,3.79,x,0.65,2.52,36.17,1.01,3.41,8.95
42643.53288,10.077,4.031,4.031,2.015,0,1.008,0,0,0,0,0,0,0,0,0,0,6.33,7.67,16.33,0,21.161,0.992,3.79,x,1.18,2.93,3.25,1.01,3.42,8.95
42643.5329,3.023,3.023,1.008,1.008,0,1.008,0,0,0,0,0,0,0,0,0,0,6.33,8.33,9.67,0,9.07,0.992,3.8,x,0.54,1.83,2.14,1.01,3.42,8.74
42643.53291,4.031,7.055,3.023,1.008,1.008,0,0,0,0,0,0,0,0,0,0,0,7.33,7.67,0,0,16.125,0.992,3.75,x,1.03,2.07,2.15,1.01,3.42,8.75
42643.53292,5.037,3.022,2.015,0,2.015,1.007,0,0,0,0,0,0,0,0,0,0,6,0,9,0,13.096,0.993,3.76,x,0.81,2.96,3.39,1.01,3.42,8.74
42643.53293,7.052,3.022,2.015,2.015,0,1.007,0,0,0,0,0,0,0,0,0,0,7.33,9.33,8.33,0,15.111,0.993,3.74,x,0.87,2.49,2.82,1.01,3.42,8.75
42643.53294,8.059,5.037,4.029,4.029,3.022,0,0,0,0,0,0,0,0,0,0,0,7,8.33,0,0,24.177,0.993,3.73,x,1.74,4.6,4.86,1.01,3.43,8.76
42643.53295,7.054,1.008,2.015,1.008,0,0,0,0,0,0,0,0,0,0,0,0,16.33,9.67,0,0,11.085,0.992,3.73,x,0.54,0.94,0.96,1.01,3.42,8.75
42643.53297,5.038,3.023,2.015,4.031,1.008,1.008,0,0,0,0,0,0,0,0,0,0,9.33,9,12.33,0,16.122,0.992,3.65,x,1.23,3.91,4.34,1.01,3.43,8.76
